8971691997776596000,Chrome,69,0,3497,Other,0,0,0,Mac OS X,10,12,6
2569387420833255000,FacebookBot,1,1,0,Spider,0,0,0,Other,0,0,0
10598707916011500000,Googlebot,2,1,0,Spider,0,0,0,Other,0,0,0
11695410213936900000,Googlebot,2,1,0,Spider,0,0,0,Android,6,0,1
7280019344256311000,Mobile Safari,12,0,0,iPhone,0,0,0,iOS,12,1,2
12048389584711700000,Other,0,0,0,Other,0,0,0,Other,0,0,0
17040122998483700000,FacebookBot,1,1,0,Spider,0,0,0,Mac OS X,10,11,1
15188516980773900000,Mobile Safari,12,0,0,iPhone,0,0,0,iOS,12,0,0
17119362012843000000,Facebook,196,1,0,iPhone,"9,3",0,0,iOS,12,1,2
7171968144474618000,Opera,57,0,3098,Other,0,0,0,Mac OS X,10,14,2
15514733278301600000,Mobile Safari,12,0,0,iPhone,0,0,0,iOS,12,1,0
6724512581943900000,Chrome Mobile iOS,71,0,3578,iPhone,0,0,0,iOS,12,1,0
17866347779814400000,Facebook,196,1,0,Samsung SM-G960U,0,0,0,Android,8,0,0
12610051366189200000,Facebook,196,1,0,iPhone,"10,1",0,0,iOS,12,1,2
5061610599226641000,Firefox,24,0,0,Other,0,0,0,Ubuntu,0,0,0
11022104064902400000,Chrome Mobile,71,0,3578,Generic Smartphone,0,0,0,Android,8,0,0
4258827877342780400,Facebook,196,0,0,HTC D200LVW,0,0,0,Android,6,0,1
6972615000114922000,Chrome,71,0,3578,Other,0,0,0,Mac OS X,10,12,6
9254327976945790000,Facebook,196,1,0,iPad,"7,5",0,0,iOS,12,1,1
12483110673371700000,Facebook,196,1,0,Pixel 2,0,0,0,Android,0,0,0
17000065835733600000,Chrome,61,0,3163,Other,0,0,0,Mac OS X,10,12,6
11383735793548300000,Chrome,65,0,3325,Other,0,0,0,Windows,10,0,0
13598371691463800000,Mobile Safari,11,0,0,iPad,0,0,0,iOS,11,3,0
16030528856194400000,Mobile Safari,11,0,0,iPhone,0,0,0,iOS,11,3,0
4380160868970171400,Chrome,49,0,2623,Other,0,0,0,Linux,0,0,0
16640654839616100000,Chrome,71,0,3578,Other,0,0,0,Mac OS X,10,14,2
5324458645752879000,Chrome,71,0,3578,Other,0,0,0,Windows,10,0,0
1679085925098039800,Facebook,196,1,0,iPhone,"9,4",0,0,iOS,12,1,2
3093722796226005500,Facebook,199,0,0,Samsung SM-G950U,0,0,0,Android,8,0,0
1642244837679411500,Nimbostratus-Bot,0,0,0,Other,0,0,0,Other,0,0,0
13573906087543900000,Chrome Mobile,71,0,3578,Generic Smartphone,0,0,0,Android,5,1,1
7060973561831567000,YandexBot,3,0,0,Spider,0,0,0,Other,0,0,0
4472068010784081000,Chrome,71,0,3578,Other,0,0,0,Mac OS X,10,13,5
7081634896402716000,Facebook,196,1,0,Samsung SM-N950U,0,0,0,Android,8,0,0
3150599173348196400,Chrome,60,0,3112,Other,0,0,0,Ubuntu,0,0,0
627900986121748900,Facebook,199,0,0,iPhone,"10,3",0,0,iOS,12,1,2
16255127598137100000,bingbot,2,0,0,Spider,0,0,0,Other,0,0,0
6999014378090212000,Firefox,45,0,0,Other,0,0,0,Windows,7,0,0
14936725496504200000,Chrome,40,0,2214,Other,0,0,0,Windows,7,0,0
16908868712261400000,Facebook,196,1,0,Samsung SM-G965U,0,0,0,Android,8,0,0
6919362873581161000,Chrome,58,0,3029,Other,0,0,0,Mac OS X,10,12,5
16750423122722000000,Chrome,34,0,1847,Other,0,0,0,Windows,7,0,0
9457224867615320000,IE,6,0,0,Other,0,0,0,Windows,XP,0,0
8729256872722555000,Firefox,49,0,0,Other,0,0,0,Windows,8.1,0,0
18274550848821400000,Chrome,71,0,3578,Other,0,0,0,Mac OS X,10,13,6
15898540210921700000,SafeDNSBot,0,0,0,Spider,0,0,0,Other,0,0,0
6877381771379052000,IE,7,0,0,Other,0,0,0,Windows,XP,0,0
12156149300411500000,Chrome,62,0,3202,Other,0,0,0,Windows,7,0,0
15854708068952200000,Chrome,71,0,3578,Other,0,0,0,Windows,8.1,0,0
7111715137505328000,Firefox,42,0,0,Other,0,0,0,Windows,10,0,0
8779231966960041000,Firefox,34,0,0,Other,0,0,0,Windows,Vista,0,0
12093031275879900000,bingbot,2,0,0,Spider,0,0,0,iOS,7,0,0
16440123909276500000,Firefox,47,0,0,Other,0,0,0,Mac OS X,10,11,0
13614372803447000000,Opera,53,0,2907,Other,0,0,0,Windows,7,0,0
17449514254609000000,SemrushBot,3,0,0,Spider,0,0,0,Other,0,0,0
15237567658645900000,Chrome,67,0,3396,Other,0,0,0,Mac OS X,10,13,5
188872993273508400,Opera,54,0,2952,Other,0,0,0,Windows,7,0,0
17350562273529000000,Safari,12,0,1,Other,0,0,0,Mac OS X,10,13,6
16575708086765800000,Opera,54,0,2952,Other,0,0,0,Windows,10,0,0
17464007040478500000,Firefox,64,0,0,Other,0,0,0,Ubuntu,0,0,0
15245936223257700000,Facebook,198,0,0,iPhone,"10,1",0,0,iOS,12,1,2
17098114124723300000,Facebook,198,0,0,HTC D200LVW,0,0,0,Android,6,0,1
6984053632617363000,Facebook,199,1,0,Samsung SM-G930V,0,0,0,Android,8,0,0
10312241713751300000,Facebook,200,0,0,iPhone,"10,3",0,0,iOS,12,1,2
14669953516939900000,Chrome,41,0,2272,Other,0,0,0,Windows,7,0,0
2441945720576016400,Facebook,199,1,0,Samsung SM-G950U,0,0,0,Android,8,0,0
18059682518042700000,Chrome,70,0,3538,Other,0,0,0,Linux,0,0,0
15607967064750400000,Facebook,197,0,0,iPhone,"9,4",0,0,iOS,12,1,2
2754852510574151700,Facebook,204,0,0,Pixel 3,0,0,0,Android,0,0,0
7844326108323660000,Facebook,205,0,0,iPhone,"9,2",0,0,iOS,12,1,2
10725472525898500000,Chrome,71,0,3578,Generic Smartphone,0,0,0,Android,7,1,1
12391479748541400000,Python Requests,2,11,0,Other,0,0,0,Other,0,0,0
11349376479772500000,Facebook,205,0,0,iPhone,"8,2",0,0,iOS,12,1,2
5794940249462553000,Chrome Mobile,71,0,3578,Generic Smartphone,0,0,0,Android,0,0,0
395316134816527100,Facebook,205,0,0,iPhone,"10,5",0,0,iOS,12,1,2
12960817506695000000,Facebook,205,0,0,iPhone,"7,1",0,0,iOS,12,1,2
18019018304284600000,Facebook,179,0,0,iPhone,"9,1",0,0,iOS,12,1,2
12817386988497600000,Facebook,205,0,0,iPhone,"8,1",0,0,iOS,12,1,2
13763413980588300000,Facebook,204,0,0,Samsung SM-G950U,0,0,0,Android,8,0,0
12192003591374200000,Facebook,205,0,0,Generic Smartphone,0,0,0,Android,0,0,0
17134854108978400000,Chrome Mobile,71,0,3578,Generic Smartphone,0,0,0,Android,7,1,2
13906141444399400000,Facebook,205,0,0,iPhone,"10,6",0,0,iOS,12,1,2
10884583093664200000,Facebook,204,0,0,Samsung SM-G965U,0,0,0,Android,8,0,0
6503720914925221000,Facebook,205,0,0,iPhone,"11,6",0,0,iOS,12,1,2
1690896672278974200,Chrome,71,0,3578,Other,0,0,0,Mac OS X,10,14,1
18361649574303400000,Firefox,53,0,0,Other,0,0,0,Windows,7,0,0
2856562435965806600,Chrome,67,0,3396,Other,0,0,0,Windows,8.1,0,0
3860047777052470300,Python Requests,2,7,0,Other,0,0,0,Linux,4,11,3
15505297973057100000,Firefox,59,0,0,Other,0,0,0,Mac OS X,10,10,0
13347263042552700000,Chrome,5,0,359,Other,0,0,0,OpenBSD,0,0,0
12545973645012000000,Chrome,65,0,3325,Other,0,0,0,Windows,7,0,0
12394639275664600000,Mobile Safari,11,0,0,iPhone,0,0,0,iOS,11,0,0
1487552841533861000,UC Browser,10,7,0,Generic Smartphone,0,0,0,Android,4,4,4
14432988418105300000,Other,0,0,0,Other,0,0,0,Mac OS X,10,9,2
8515061981539742000,Chrome,67,0,3396,Other,0,0,0,Windows,10,0,0
2982942172309211000,Chrome,71,0,3578,Other,0,0,0,Linux,0,0,0
1513138013300012300,Chrome,44,0,2403,Other,0,0,0,Mac OS X,10,10,3
12671345665408800000,Python-urllib,3,4,0,Spider,0,0,0,Other,0,0,0
7315838751722116000,Chrome,62,0,3202,Other,0,0,0,Windows,10,0,0
7290177571206062000,Opera,8,50,0,Other,0,0,0,Windows,XP,0,0
7198030731820463000,Chrome Mobile,45,0,2454,Samsung SM-G925F,0,0,0,Android,5,1,1
9133295314581148000,Firefox,60,0,0,Other,0,0,0,Ubuntu,0,0,0
16461087388901100000,Chrome,5,0,375,Other,0,0,0,Windows,XP,0,0
622839775699173000,MJ12bot,1,4,8,Spider,0,0,0,Other,0,0,0
15092428649168600000,Safari,10,1,2,Other,0,0,0,Mac OS X,10,12,6
15499446942600300000,Chrome,64,0,3396,Other,0,0,0,Windows,7,0,0
3651005434182510600,Firefox,62,0,0,Other,0,0,0,Ubuntu,0,0,0
10578222375130000000,Chrome,58,0,3029,Other,0,0,0,Mac OS X,10,12,1
6250587608115404000,Facebook,200,0,0,iPhone,"10,1",0,0,iOS,12,1,2
10543899039658300000,Chrome Mobile,71,0,3578,Samsung SM-G900P,0,0,0,Android,5,0,0
3507212898325311500,Python-urllib,3,5,0,Spider,0,0,0,Other,0,0,0
8872485211594212000,Uptimebot,1,0,0,Spider,0,0,0,Other,0,0,0
15800738368606000000,HeadlessChrome,70,0,3538,Other,0,0,0,Linux,0,0,0
8402557041822522000,Firefox,57,0,0,Other,0,0,0,Windows,10,0,0
2447331748165955600,Chrome,56,0,2946,Other,0,0,0,Mac OS X,10,9,3
6846080706497587000,BLEXBot,1,0,0,Spider,0,0,0,Other,0,0,0
9492442698411490000,Chrome,34,0,1847,Other,0,0,0,Windows,Vista,0,0
13667288977003400000,Edge,17,17134,0,Other,0,0,0,Windows,10,0,0
3241642012097477600,Firefox,63,0,0,Other,0,0,0,Windows,10,0,0
18051814476878700000,Chrome,70,0,3538,Other,0,0,0,Windows,10,0,0
4349352459855119000,Firefox,22,0,0,Other,0,0,0,Windows,XP,0,0
5814326488178206000,Chrome,72,0,3626,Other,0,0,0,Mac OS X,10,13,5
9694935082917630000,Edge,18,17763,0,Other,0,0,0,Windows,10,0,0
2130796038730783000,Chrome,50,0,2661,Other,0,0,0,Windows,7,0,0
3109341454051822000,Firefox,65,0,0,Other,0,0,0,Mac OS X,10,10,0
